,payment_sequential,payment_type,payment_installments,payment_value
83512,1,credit_card,4,146.2
83513,1,boleto,1,232.7
83514,1,credit_card,1,5.91
83515,1,boleto,1,181.62
83516,1,credit_card,1,31.11
83517,1,credit_card,4,144.56
83518,1,credit_card,3,182.93
83519,1,boleto,1,193.92
83520,1,credit_card,8,519.84
83521,1,debit_card,1,23.88
83522,1,boleto,1,176.33
83523,2,voucher,1,31.73
83524,1,boleto,1,74.28
83525,1,boleto,1,157.68
83526,1,credit_card,1,67.34
83527,1,credit_card,3,166.68
83528,1,credit_card,1,63.86
83529,1,boleto,1,103.64
83530,1,boleto,1,111.37
83531,1,boleto,1,27.35
83532,1,credit_card,8,89.65
83533,1,credit_card,9,179.0
83534,1,credit_card,1,96.82
83535,1,credit_card,4,168.15
83536,1,credit_card,1,108.29
83537,1,credit_card,3,256.4
83538,1,credit_card,4,212.41
83539,1,credit_card,2,126.42
83540,1,credit_card,1,93.8
83541,1,boleto,1,128.89
83542,1,credit_card,3,111.17
83543,1,boleto,1,175.39
83544,1,credit_card,8,714.5
83545,1,credit_card,1,29.0
83546,1,credit_card,3,149.14
83547,1,credit_card,5,272.76
83548,1,boleto,1,799.87
83549,1,credit_card,1,218.8
83550,1,boleto,1,34.42
83551,1,credit_card,2,194.47
83552,1,credit_card,1,18.52
83553,1,credit_card,2,90.73
83554,1,boleto,1,68.0
83555,1,credit_card,1,38.78
83556,1,boleto,1,34.51
83557,1,boleto,1,340.02
83558,1,credit_card,1,35.0
83559,1,credit_card,2,107.81
83560,1,credit_card,4,181.68
83561,1,credit_card,3,76.17
83562,1,credit_card,6,388.36
83563,1,credit_card,6,62.11
83564,1,boleto,1,38.82
83565,1,credit_card,6,393.69
83566,1,credit_card,2,237.99
83567,1,credit_card,2,89.36
83568,1,credit_card,6,329.87
83569,1,credit_card,2,107.9
83570,1,boleto,1,60.34
83571,1,credit_card,1,34.34
83572,1,credit_card,2,189.96
83573,1,credit_card,8,119.96
83574,1,boleto,1,47.68
83575,1,credit_card,2,139.53
83576,1,boleto,1,55.0
83577,1,credit_card,3,89.17
83578,1,credit_card,1,37.0
83579,1,credit_card,2,277.75
83580,1,credit_card,4,214.31
83581,1,boleto,1,38.01
83582,1,boleto,1,35.86
83583,1,credit_card,5,55.44
83584,1,credit_card,1,37.95
83585,1,credit_card,5,103.23
83586,1,credit_card,4,149.69
83587,1,credit_card,3,126.58
83588,1,credit_card,10,311.21
83589,1,credit_card,7,374.03
83590,1,credit_card,4,46.95
83591,1,credit_card,1,27.3
83592,1,credit_card,3,212.13
83593,1,credit_card,2,88.58
83594,1,credit_card,10,126.07
83595,1,credit_card,7,163.07
83596,1,credit_card,1,48.69
83597,1,boleto,1,154.35
83598,1,credit_card,1,35.46
83599,1,credit_card,2,128.04
83600,1,boleto,1,70.38
83601,1,credit_card,1,54.79
83602,1,credit_card,10,195.42
83603,1,credit_card,1,81.89
83604,1,credit_card,2,116.24
83605,1,credit_card,6,87.64
83606,1,boleto,1,211.12
83607,1,credit_card,2,65.01
83608,2,voucher,1,550.11
83609,1,credit_card,3,86.61
83610,1,credit_card,1,99.75
83611,1,credit_card,3,116.94
83612,1,credit_card,1,46.79
83613,1,credit_card,1,139.18
83614,1,credit_card,5,124.52
83615,1,boleto,1,982.85
83616,1,boleto,1,63.22
83617,1,credit_card,3,129.44
83618,1,credit_card,2,21.1
83619,1,boleto,1,35.77
83620,1,credit_card,1,106.87
83621,1,boleto,1,65.62
83622,1,boleto,1,28.96
83623,1,credit_card,1,278.18
83624,1,credit_card,1,153.13
83625,1,credit_card,2,170.6
83626,1,credit_card,3,93.19
83627,1,credit_card,6,644.9
83628,1,credit_card,5,127.6
83629,1,credit_card,10,340.34
83630,1,boleto,1,98.33
83631,1,credit_card,2,118.3
83632,1,voucher,1,77.21
83633,1,credit_card,4,201.81
83634,1,credit_card,1,356.74
83635,1,credit_card,2,169.18
83636,1,credit_card,4,61.78
83637,1,credit_card,1,31.09
83638,1,credit_card,2,125.98
83639,1,boleto,1,31.75
83640,1,credit_card,2,102.64
83641,1,credit_card,3,163.25
83642,1,boleto,1,111.03
83643,1,boleto,1,68.27
83644,1,credit_card,1,99.44
83645,1,boleto,1,535.03
83646,1,credit_card,5,53.16
83647,1,credit_card,2,128.19
83648,1,credit_card,1,102.53
83649,1,credit_card,2,337.33
83650,1,credit_card,6,60.86
83651,1,credit_card,3,86.2
83652,1,credit_card,5,129.27
83653,1,credit_card,4,231.55
83654,1,boleto,1,64.65
83655,1,debit_card,1,309.89
83656,1,credit_card,1,46.3
83657,1,credit_card,10,126.47
83658,1,debit_card,1,126.48
83659,1,credit_card,8,87.73
83660,1,credit_card,4,61.1
83661,1,credit_card,2,34.42
83662,1,credit_card,2,48.31
83663,1,credit_card,6,178.85
83664,1,credit_card,2,88.19
83665,1,credit_card,6,216.74
83666,1,credit_card,6,74.63
83667,1,boleto,1,37.46
83668,1,debit_card,1,272.95
83669,1,credit_card,3,109.25
83670,1,credit_card,1,50.0
83671,1,boleto,1,74.28
83672,1,credit_card,8,183.28
83673,2,voucher,1,21.71
83674,1,credit_card,2,29.41
83675,1,credit_card,4,129.76
83676,1,credit_card,1,7.54
83677,1,credit_card,4,279.7
83678,1,boleto,1,157.55
83679,1,boleto,1,69.22
83680,1,credit_card,1,118.22
83681,1,credit_card,3,136.08
83682,1,credit_card,1,27.6
83683,1,credit_card,1,144.15
83684,1,credit_card,1,45.86
83685,1,credit_card,1,137.3
83686,1,boleto,1,76.78
83687,1,credit_card,4,162.89
83688,1,credit_card,10,164.16
83689,1,credit_card,2,147.21
83690,1,credit_card,5,76.3
83691,1,credit_card,10,358.29
83692,1,credit_card,1,75.25
83693,1,credit_card,8,1214.65
83694,1,credit_card,1,116.07
83695,1,credit_card,3,136.83
83696,1,credit_card,6,103.04
83697,1,credit_card,10,200.44
83698,1,credit_card,1,94.29
83699,1,credit_card,5,234.5
83700,1,credit_card,10,188.2
83701,1,credit_card,5,305.69
83702,1,credit_card,1,38.99
83703,1,credit_card,10,172.73
83704,1,credit_card,1,66.96
83705,1,credit_card,1,124.09
83706,1,credit_card,2,155.94
83707,1,credit_card,2,54.6
83708,1,credit_card,4,305.69
83709,1,credit_card,4,79.08
83710,1,credit_card,1,118.9
83711,1,credit_card,8,176.88
83712,1,credit_card,1,94.54
83713,1,boleto,1,46.09
83714,1,credit_card,5,103.33
83715,1,credit_card,1,97.32
83716,1,credit_card,3,74.0
83717,1,credit_card,2,61.64
83718,1,credit_card,4,138.53
83719,1,credit_card,2,89.16
83720,2,voucher,1,11.8
83721,1,credit_card,4,156.86
83722,1,credit_card,1,3.86
83723,1,credit_card,2,84.64
83724,1,credit_card,10,225.87
83725,1,credit_card,1,25.95
83726,1,credit_card,3,408.86
83727,1,credit_card,1,167.29
83728,1,credit_card,4,146.02
83729,1,credit_card,4,44.0
83730,1,credit_card,18,368.7
83731,1,credit_card,10,468.81
83732,1,credit_card,8,341.02
83733,1,boleto,1,349.99
83734,1,debit_card,1,114.75
83735,1,credit_card,2,420.62
83736,1,credit_card,1,39.09
83737,1,boleto,1,47.0
83738,1,credit_card,1,87.32
83739,1,credit_card,3,255.42
83740,1,credit_card,1,116.36
83741,1,boleto,1,71.54
83742,1,credit_card,2,244.48
83743,1,boleto,1,102.96
83744,1,boleto,1,93.5
83745,1,credit_card,8,368.11
83746,2,voucher,1,75.9
83747,1,credit_card,5,67.13
83748,1,credit_card,1,675.01
83749,1,credit_card,10,626.68
83750,1,credit_card,7,155.64
83751,1,boleto,1,105.28
83752,3,voucher,1,29.65
83753,1,boleto,1,77.98
83754,1,credit_card,2,140.08
83755,1,credit_card,1,87.29
83756,1,credit_card,1,202.87
83757,1,credit_card,2,263.24
83758,1,credit_card,1,42.29
83759,1,boleto,1,41.81
83760,1,credit_card,10,216.13
83761,1,credit_card,2,58.83
83762,1,credit_card,4,217.84
83763,1,boleto,1,235.69
83764,1,boleto,1,75.53
83765,1,boleto,1,123.31
83766,1,credit_card,1,67.5
83767,1,boleto,1,49.87
83768,1,credit_card,1,63.6
83769,1,credit_card,3,161.01
83770,1,credit_card,2,162.89
83771,1,credit_card,4,157.94
83772,1,credit_card,4,206.07
83773,1,credit_card,2,69.73
83774,1,credit_card,1,34.79
83775,1,credit_card,2,273.93
83776,1,credit_card,5,106.29
83777,1,boleto,1,31.38
83778,1,credit_card,10,191.58
83779,2,voucher,1,4.01
83780,1,credit_card,2,203.67
83781,1,boleto,1,146.08
83782,1,credit_card,2,43.17
83783,1,credit_card,1,33.71
83784,1,credit_card,4,199.49
83785,1,credit_card,3,94.3
83786,1,credit_card,2,23.86
83787,1,credit_card,10,338.17
83788,1,credit_card,2,25.1
83789,1,credit_card,6,65.13
83790,1,credit_card,3,455.83
83791,1,credit_card,1,155.94
83792,1,boleto,1,68.74
83793,1,credit_card,2,155.63
83794,1,credit_card,10,4175.26
83795,1,credit_card,1,39.24
83796,1,credit_card,8,135.66
83797,1,credit_card,10,539.31
83798,1,credit_card,5,105.56
83799,1,credit_card,5,59.69
83800,1,voucher,1,39.09
83801,1,credit_card,3,277.63
83802,1,credit_card,4,137.18
83803,1,credit_card,1,97.79
83804,1,credit_card,2,145.56
83805,1,credit_card,1,23.19
83806,1,credit_card,8,398.42
83807,1,boleto,1,32.77
83808,20,voucher,1,1.09
83809,1,credit_card,12,340.49
83810,1,boleto,1,95.42
83811,1,credit_card,1,194.48
83812,1,credit_card,8,258.33
83813,1,credit_card,10,203.09
83814,1,credit_card,1,182.36
83815,1,credit_card,10,387.67
83816,2,voucher,1,197.7
83817,1,credit_card,10,259.15
83818,1,credit_card,5,128.96
83819,1,credit_card,1,85.98
83820,1,credit_card,10,255.05
83821,1,boleto,1,68.33
83822,1,credit_card,6,252.94
83823,1,credit_card,1,55.06
83824,1,credit_card,1,44.42
83825,1,credit_card,2,64.13
83826,1,credit_card,1,70.97
83827,1,debit_card,1,69.17
83828,1,boleto,1,139.98
83829,1,credit_card,1,70.0
83830,7,voucher,1,25.0
83831,1,credit_card,2,163.89
83832,1,boleto,1,197.35
83833,1,credit_card,1,85.44
83834,4,voucher,1,16.07
83835,1,credit_card,1,76.89
83836,1,debit_card,1,63.27
83837,1,credit_card,5,57.23
83838,1,boleto,1,90.17
83839,1,boleto,1,40.39
83840,1,boleto,1,46.89
83841,1,credit_card,1,98.32
83842,1,credit_card,3,95.99
83843,1,boleto,1,69.14
83844,1,credit_card,1,66.47
83845,1,credit_card,1,140.76
83846,1,credit_card,6,130.98
83847,1,credit_card,1,26.38
83848,1,credit_card,8,242.89
83849,1,credit_card,3,62.65
83850,1,credit_card,10,231.32
83851,1,boleto,1,236.29
83852,1,credit_card,10,350.07
83853,1,credit_card,4,45.2
83854,3,voucher,1,44.69
83855,1,boleto,1,314.37
83856,1,credit_card,1,37.86
83857,1,credit_card,10,178.41
83858,1,credit_card,6,75.53
83859,1,credit_card,8,101.14
83860,1,boleto,1,284.91
83861,1,credit_card,10,216.62
83862,1,credit_card,2,147.07
83863,2,voucher,1,440.17
83864,1,credit_card,4,157.35
83865,1,boleto,1,35.09
83866,1,boleto,1,1098.62
83867,1,credit_card,3,183.4
83868,1,credit_card,1,84.18
83869,1,boleto,1,333.51
83870,1,credit_card,10,795.61
83871,1,boleto,1,84.01
83872,3,voucher,1,28.89
83873,1,credit_card,4,67.86
83874,1,credit_card,6,118.74
83875,1,credit_card,2,87.43
83876,1,credit_card,3,315.16
83877,1,credit_card,2,103.04
83878,1,credit_card,1,36.42
83879,1,credit_card,8,455.7
83880,1,boleto,1,84.48
83881,1,boleto,1,336.34
83882,1,credit_card,1,128.95
83883,1,credit_card,3,115.35
83884,1,credit_card,1,81.55
83885,1,credit_card,1,210.04
83886,1,credit_card,1,44.0
83887,1,boleto,1,66.23
83888,1,credit_card,1,139.27
83889,1,credit_card,6,124.46
83890,1,boleto,1,51.22
83891,1,credit_card,1,88.58
83892,1,credit_card,1,319.11
83893,1,credit_card,8,99.43
83894,1,boleto,1,101.3
83895,1,credit_card,6,145.99
83896,1,boleto,1,48.0
83897,1,credit_card,3,265.49
83898,1,credit_card,1,71.82
83899,1,credit_card,3,34.24
83900,2,voucher,1,33.76
83901,1,debit_card,1,248.71
83902,1,boleto,1,82.98
83903,1,credit_card,10,237.9
83904,1,boleto,1,102.74
83905,1,credit_card,4,216.06
83906,1,boleto,1,173.27
83907,1,credit_card,3,356.89
83908,1,voucher,1,75.42
83909,1,credit_card,1,34.71
83910,2,voucher,1,50.0
83911,1,credit_card,1,38.01
83912,1,credit_card,8,218.58
83913,1,credit_card,2,142.92
83914,1,credit_card,1,460.61
83915,1,credit_card,2,81.0
83916,1,credit_card,12,135.22
83917,1,credit_card,1,140.04
83918,1,credit_card,1,35.76
83919,1,credit_card,6,78.47
83920,1,credit_card,2,277.97
83921,1,boleto,1,43.74
83922,1,credit_card,6,122.56
83923,1,credit_card,2,109.5
83924,1,boleto,1,62.78
83925,1,boleto,1,156.33
83926,1,credit_card,1,65.0
83927,1,credit_card,3,79.06
83928,1,credit_card,1,164.94
83929,1,credit_card,5,119.93
83930,1,boleto,1,88.83
83931,1,boleto,1,131.73
83932,1,credit_card,2,157.73
83933,1,boleto,1,117.04
83934,1,boleto,1,24.84
83935,1,credit_card,1,53.99
83936,1,credit_card,2,152.48
83937,1,debit_card,1,121.76
83938,1,boleto,1,71.83
83939,1,credit_card,3,150.04
83940,2,voucher,1,214.88
83941,1,credit_card,1,179.66
83942,1,credit_card,3,32.77
83943,1,credit_card,8,253.18
83944,1,credit_card,5,104.22
83945,1,credit_card,3,246.99
83946,1,credit_card,8,609.23
83947,1,credit_card,7,155.63
83948,1,credit_card,2,100.8
83949,1,credit_card,2,27.81
83950,1,credit_card,6,180.0
83951,1,boleto,1,298.39
83952,1,credit_card,1,137.72
83953,1,credit_card,2,123.42
83954,1,credit_card,1,169.62
83955,1,boleto,1,94.1
83956,1,boleto,1,157.46
83957,1,credit_card,2,178.34
83958,1,credit_card,1,2.09
83959,1,credit_card,10,299.72
83960,1,credit_card,2,43.52
83961,1,credit_card,2,114.73
83962,1,credit_card,1,97.43
83963,1,boleto,1,79.56
83964,1,credit_card,2,160.54
83965,1,credit_card,1,64.91
83966,1,credit_card,2,147.34
83967,1,credit_card,2,193.66
83968,1,credit_card,6,282.31
83969,1,credit_card,7,685.93
83970,1,boleto,1,1866.7
83971,1,credit_card,1,58.19
83972,1,boleto,1,87.64
83973,1,credit_card,4,199.8
83974,1,voucher,1,53.27
83975,1,credit_card,1,1.74
83976,1,credit_card,3,61.43
83977,1,credit_card,10,127.6
83978,1,credit_card,2,29.09
83979,1,voucher,1,45.52
83980,1,credit_card,3,32.23
83981,1,credit_card,1,37.46
83982,1,credit_card,1,121.26
83983,1,boleto,1,64.64
83984,1,credit_card,8,187.32
83985,1,credit_card,2,25.77
83986,1,credit_card,10,110.96
83987,1,boleto,1,135.57
83988,1,debit_card,1,211.83
83989,1,credit_card,1,30.51
83990,10,voucher,1,6.67
83991,1,credit_card,4,116.69
83992,1,boleto,1,120.51
83993,1,credit_card,6,300.65
83994,2,voucher,1,128.24
83995,1,credit_card,2,98.72
83996,1,credit_card,2,179.34
83997,1,credit_card,1,61.1
83998,1,boleto,1,44.52
83999,1,credit_card,5,102.03
84000,1,credit_card,5,55.24
84001,1,credit_card,1,4.45
84002,1,credit_card,5,163.7
84003,1,boleto,1,76.81
84004,1,credit_card,3,191.51
84005,1,credit_card,3,131.94
84006,1,credit_card,2,24.08
84007,1,credit_card,10,534.69
84008,1,credit_card,1,31.85
84009,1,credit_card,1,82.28
84010,1,credit_card,1,139.02
84011,1,credit_card,2,88.26
84012,1,credit_card,10,127.4
84013,1,credit_card,1,57.43
84014,1,boleto,1,33.69
84015,1,credit_card,2,275.97
84016,1,debit_card,1,34.09
84017,1,credit_card,1,134.96
84018,1,credit_card,6,318.57
84019,1,credit_card,6,821.98
84020,1,boleto,1,282.82
84021,1,credit_card,2,51.57
84022,1,credit_card,10,2217.99
84023,1,boleto,1,43.51
84024,1,boleto,1,56.94
84025,1,boleto,1,57.37
84026,1,credit_card,2,142.82
84027,1,credit_card,1,28.75
84028,1,credit_card,1,88.28
84029,1,credit_card,1,32.29
84030,1,boleto,1,169.73
84031,2,voucher,1,100.0
84032,1,boleto,1,1533.62
84033,1,credit_card,1,27.38
84034,1,boleto,1,142.92
84035,1,credit_card,1,54.56
84036,1,credit_card,2,105.13
84037,1,credit_card,4,337.1
84038,1,credit_card,1,74.94
84039,1,credit_card,4,43.22
84040,1,credit_card,3,184.55
84041,1,credit_card,10,346.44
84042,1,credit_card,1,169.35
84043,1,credit_card,2,23.66
84044,1,credit_card,1,97.71
84045,1,credit_card,1,111.71
84046,1,credit_card,4,783.28
84047,1,credit_card,8,570.88
84048,1,boleto,1,68.12
84049,1,credit_card,3,63.18
84050,1,boleto,1,342.16
84051,1,boleto,1,54.01
84052,1,credit_card,1,40.0
84053,1,credit_card,2,177.52
84054,1,credit_card,4,221.35
84055,1,boleto,1,143.12
84056,1,boleto,1,95.36
84057,1,boleto,1,61.32
84058,1,boleto,1,153.13
84059,1,credit_card,2,161.9
84060,1,boleto,1,128.9
84061,2,voucher,1,50.0
84062,1,boleto,1,38.4
84063,1,credit_card,1,0.28
84064,1,credit_card,1,50.86
84065,1,credit_card,1,66.63
84066,1,credit_card,9,184.53
84067,1,credit_card,1,452.66
84068,1,credit_card,7,72.9
84069,1,debit_card,1,258.56
84070,1,voucher,1,55.88
84071,1,boleto,1,131.55
84072,1,credit_card,5,89.27
84073,1,credit_card,1,405.57
84074,1,credit_card,1,36.17
84075,1,credit_card,1,88.71
84076,1,boleto,1,317.85
84077,1,credit_card,5,154.38
84078,1,boleto,1,264.69
84079,1,boleto,1,131.05
84080,1,credit_card,2,129.73
84081,1,credit_card,3,82.7
84082,1,credit_card,2,29.74
84083,1,credit_card,4,178.08
84084,1,credit_card,4,96.02
84085,1,credit_card,4,43.9
84086,1,credit_card,1,295.38
84087,1,credit_card,5,116.67
84088,1,credit_card,8,249.4
84089,2,voucher,1,37.02
84090,1,credit_card,5,61.7
84091,1,credit_card,1,37.4
84092,1,credit_card,3,68.75
84093,1,boleto,1,57.1
84094,1,credit_card,6,139.41
84095,1,voucher,1,85.36
84096,1,credit_card,3,102.88
84097,1,boleto,1,100.16
84098,1,credit_card,2,24.17
84099,1,credit_card,1,31.91
84100,1,voucher,1,24.42
84101,1,credit_card,1,18.84
84102,1,credit_card,4,48.3
84103,2,voucher,1,37.43
84104,1,credit_card,10,368.75
84105,1,credit_card,1,33.39
84106,1,credit_card,1,50.01
84107,1,credit_card,1,22.72
84108,2,voucher,1,58.96
84109,1,credit_card,1,56.77
84110,1,credit_card,5,146.28
84111,1,credit_card,1,15.38
84112,1,credit_card,6,104.03
84113,1,credit_card,3,221.29
84114,1,credit_card,1,27.77
84115,1,credit_card,6,118.03
84116,1,boleto,1,215.94
84117,1,credit_card,2,378.2
84118,1,credit_card,5,57.51
84119,1,credit_card,3,240.04
84120,1,credit_card,5,201.04
84121,1,boleto,1,73.16
84122,1,credit_card,1,85.78
84123,1,boleto,1,647.54
84124,5,voucher,1,5.23
84125,1,credit_card,5,169.87
84126,1,credit_card,1,82.16
84127,1,credit_card,9,96.02
84128,1,credit_card,1,74.06
84129,1,boleto,1,26.27
84130,1,credit_card,7,296.73
84131,1,credit_card,4,49.73
84132,1,boleto,1,77.1
84133,1,credit_card,8,211.89
84134,1,credit_card,1,82.12
84135,1,credit_card,20,885.36
84136,1,boleto,1,78.71
84137,1,credit_card,5,110.18
84138,1,credit_card,1,25.5
84139,1,credit_card,8,172.01
84140,1,credit_card,2,154.56
84141,1,credit_card,2,81.09
84142,1,credit_card,8,219.1
84143,1,boleto,1,31.86
84144,1,credit_card,1,68.47
84145,1,credit_card,2,140.02
84146,1,credit_card,1,187.76
84147,1,credit_card,1,120.14
84148,1,credit_card,2,358.65
84149,1,credit_card,9,98.05
84150,1,credit_card,1,117.38
84151,1,voucher,1,150.5
84152,1,credit_card,1,36.35
84153,1,credit_card,6,116.99
84154,1,debit_card,1,43.6
84155,1,debit_card,1,26.78
84156,1,credit_card,6,64.0
84157,1,credit_card,2,40.87
84158,1,credit_card,1,40.58
84159,1,credit_card,3,102.1
84160,1,credit_card,6,61.05
84161,1,credit_card,2,92.57
84162,1,credit_card,4,47.05
84163,1,boleto,1,87.8
84164,1,boleto,1,39.09
84165,1,credit_card,7,154.38
84166,1,credit_card,4,47.79
84167,1,credit_card,2,101.56
84168,1,boleto,1,30.19
84169,1,boleto,1,40.0
84170,1,boleto,1,157.55
84171,1,credit_card,3,213.75
84172,1,credit_card,1,157.74
84173,1,credit_card,10,226.88
84174,2,voucher,1,18.52
84175,1,credit_card,4,203.19
84176,1,credit_card,3,36.96
84177,1,credit_card,2,40.27
84178,1,credit_card,5,54.23
84179,1,credit_card,10,123.99
84180,1,credit_card,5,277.86
84181,1,credit_card,10,167.13
84182,1,boleto,1,147.44
84183,1,voucher,1,219.3
84184,1,credit_card,1,125.2
84185,1,credit_card,1,43.03
84186,1,debit_card,1,228.34
84187,1,credit_card,1,285.11
84188,1,credit_card,10,1097.94
84189,1,credit_card,2,179.35
84190,1,credit_card,2,267.12
84191,1,voucher,1,238.79
84192,1,credit_card,2,23.69
84193,1,credit_card,3,38.85
84194,1,boleto,1,829.08
84195,1,credit_card,1,35.33
84196,1,debit_card,1,40.39
84197,1,credit_card,1,23.09
84198,1,credit_card,3,340.49
84199,1,credit_card,6,178.03
84200,1,credit_card,2,114.79
84201,1,credit_card,3,413.12
84202,1,credit_card,4,81.05
84203,1,credit_card,4,227.05
84204,1,credit_card,2,106.69
84205,1,credit_card,1,594.46
84206,1,credit_card,5,252.27
84207,1,credit_card,2,51.23
84208,1,boleto,1,51.52
84209,1,credit_card,5,290.4
84210,1,credit_card,3,141.13
84211,1,credit_card,10,228.28
84212,1,credit_card,3,64.01
84213,1,credit_card,10,839.28
84214,1,credit_card,1,69.25
84215,1,boleto,1,332.58
84216,1,credit_card,1,69.9
84217,6,voucher,1,43.55
84218,1,boleto,1,33.75
84219,1,credit_card,3,106.45
84220,1,boleto,1,47.72
84221,1,credit_card,10,271.64
84222,1,credit_card,2,141.67
84223,1,boleto,1,160.46
84224,2,credit_card,3,36.48
84225,1,boleto,1,35.14
84226,1,credit_card,1,23.38
84227,1,boleto,1,135.7
84228,1,credit_card,8,163.39
84229,1,credit_card,1,30.15
84230,1,credit_card,1,33.0
84231,1,boleto,1,126.92
84232,1,boleto,1,87.62
84233,1,credit_card,1,64.42
84234,1,credit_card,3,39.09
84235,1,boleto,1,75.16
84236,1,credit_card,1,148.29
84237,1,boleto,1,75.73
84238,1,boleto,1,127.42
84239,1,boleto,1,122.78
84240,1,credit_card,2,27.25
84241,1,credit_card,4,85.36
84242,1,credit_card,2,62.54
84243,1,credit_card,2,132.08
84244,1,credit_card,2,120.53
84245,1,credit_card,1,75.5
84246,1,credit_card,1,25.67
84247,1,credit_card,3,118.17
84248,1,credit_card,3,310.68
84249,1,credit_card,2,69.81
84250,1,credit_card,1,46.39
84251,1,credit_card,1,38.97
84252,1,boleto,1,167.82
84253,1,credit_card,2,318.34
84254,1,credit_card,1,120.09
84255,1,credit_card,7,419.39
84256,1,credit_card,1,194.0
84257,1,credit_card,8,248.8
84258,1,credit_card,10,117.59
84259,1,boleto,1,187.91
84260,1,credit_card,2,61.13
84261,1,credit_card,8,499.4
84262,1,credit_card,2,315.69
84263,1,boleto,1,33.51
84264,1,credit_card,2,58.94
84265,1,credit_card,2,191.46
84266,1,credit_card,3,74.97
84267,1,credit_card,5,373.69
84268,1,credit_card,1,68.37
84269,1,credit_card,1,92.57
84270,1,credit_card,3,167.32
84271,1,credit_card,1,71.75
84272,1,credit_card,1,46.96
84273,1,credit_card,5,418.42
84274,1,boleto,1,88.55
84275,1,credit_card,6,137.77
84276,2,voucher,1,113.7
84277,1,credit_card,1,73.25
84278,1,credit_card,7,73.34
84279,1,credit_card,3,147.65
84280,1,boleto,1,164.79
84281,1,credit_card,2,141.78
84282,1,credit_card,3,64.1
84283,1,boleto,1,84.56
84284,1,credit_card,1,130.57
84285,1,credit_card,3,93.11
84286,2,voucher,1,29.32
84287,1,credit_card,1,107.85
84288,1,credit_card,3,78.87
84289,1,credit_card,1,108.51
84290,1,credit_card,1,97.87
84291,1,boleto,1,44.0
84292,1,boleto,1,152.99
84293,1,credit_card,1,78.3
84294,1,credit_card,8,410.19
84295,1,credit_card,1,38.11
84296,9,voucher,1,5.39
84297,1,credit_card,5,104.87
84298,1,credit_card,1,82.81
84299,1,credit_card,1,58.72
84300,1,credit_card,4,231.27
84301,1,credit_card,3,64.1
84302,1,credit_card,3,58.0
84303,1,credit_card,2,94.66
84304,1,boleto,1,599.3
84305,1,credit_card,8,376.97
84306,1,credit_card,3,44.74
84307,1,credit_card,1,127.3
84308,1,credit_card,3,101.9
84309,2,voucher,1,106.16
84310,20,voucher,1,4.61
84311,1,credit_card,4,82.56
84312,1,credit_card,4,142.35
84313,1,credit_card,10,113.8
84314,1,credit_card,1,132.05
84315,1,credit_card,4,85.24
84316,1,credit_card,3,278.65
84317,1,boleto,1,67.5
84318,1,credit_card,3,132.05
84319,1,credit_card,10,719.76
84320,1,credit_card,1,126.78
84321,1,boleto,1,72.43
84322,1,credit_card,3,32.43
84323,1,credit_card,9,93.04
84324,1,credit_card,1,34.43
84325,1,credit_card,1,63.27
84326,1,credit_card,3,182.62
84327,1,voucher,1,66.0
84328,1,boleto,1,189.0
84329,1,credit_card,4,86.98
84330,1,credit_card,1,24.51
84331,1,credit_card,4,79.56
84332,1,credit_card,4,117.34
84333,1,boleto,1,199.44
84334,1,credit_card,10,305.57
84335,1,boleto,1,23.6
84336,1,credit_card,3,187.59
84337,1,credit_card,1,94.74
84338,1,credit_card,3,169.62
84339,1,boleto,1,32.22
84340,1,credit_card,1,61.45
84341,1,credit_card,1,56.1
84342,1,credit_card,3,390.62
84343,1,credit_card,1,40.13
84344,1,credit_card,1,76.98
84345,1,credit_card,2,263.47
84346,1,credit_card,5,278.47
84347,1,credit_card,1,76.38
84348,1,credit_card,1,69.16
84349,1,credit_card,2,115.35
84350,1,credit_card,3,294.7
84351,2,voucher,1,135.0
84352,1,credit_card,3,37.84
84353,1,credit_card,6,131.67
84354,1,credit_card,2,84.14
84355,1,boleto,1,23.01
84356,1,credit_card,1,28.2
84357,1,credit_card,1,69.73
84358,3,voucher,1,45.8
84359,1,credit_card,3,197.12
84360,1,credit_card,1,369.92
84361,1,credit_card,1,29.74
84362,1,credit_card,1,35.44
84363,1,boleto,1,99.95
84364,1,credit_card,2,207.57
84365,1,credit_card,5,284.62
84366,1,boleto,1,47.13
84367,1,credit_card,8,236.8
84368,2,voucher,1,24.75
84369,1,credit_card,3,156.52
84370,1,credit_card,2,150.83
84371,1,boleto,1,49.72
84372,1,credit_card,8,319.99
84373,1,credit_card,8,99.11
84374,1,credit_card,3,152.88
84375,1,boleto,1,305.68
84376,1,credit_card,3,158.42
84377,1,credit_card,2,150.26
84378,1,credit_card,4,192.03
84379,1,credit_card,1,58.62
84380,1,credit_card,8,167.66
84381,1,credit_card,10,171.0
84382,1,boleto,1,49.03
84383,1,boleto,1,89.57
84384,1,credit_card,10,913.63
84385,1,credit_card,10,192.5
84386,2,voucher,1,61.14
84387,2,voucher,1,20.0
84388,2,voucher,1,47.78
84389,1,credit_card,10,431.18
84390,1,credit_card,2,219.0
84391,1,credit_card,1,66.9
84392,1,credit_card,1,67.36
84393,1,debit_card,1,189.26
84394,1,credit_card,10,335.0
84395,1,boleto,1,87.94
84396,1,credit_card,4,42.77
84397,1,credit_card,1,25.5
84398,1,credit_card,10,180.24
